userName,score,at,content,translated_content,sentiment
Marxis Kanan,5,2023-07-06 03:58:27,"lumayan, tapi gak bisa save gambar. jadinya ga bisa nyimpen gambar mim/ meme dari qa dapa 😋","Not bad, but can't save the image. So I can't save memes/meme images from QA DAPA 😋",negative
Syafrudin Bachtiar R,1,2023-07-07 19:40:54,"Apk dibuka malah error ini gimana coba, gak bisa dipake jadinya","If you open the apk, you get this error, how do you try it, it can't be used",negative
Ahmad Bilal,5,2023-07-06 13:46:53,Aplikasinya sanggat bagus saya harap ada fitur terjemahannya seperti di instagram,"The application is very good, I hope there is a translation feature like on Instagram",positive
Risna Prasita,3,2023-07-09 03:49:28,"Maaf aku kasih bintang 3 dlu,tolong threads buat fitur translate,kita yang download buat bujang² kpop kita,tidak mengerti bahasanya,tolong yaa threads Adain fitur terjemahan , terimakasih","Sorry I gave 3 stars first, please threads for a translation feature, we downloaded it for our kpop fans, don't understand the language, please threads Have a translation feature, thank you",positive
Bintang Semesta,3,2023-07-09 10:02:40,"Lumayann sihh, harusnya ada fitur translet nya biar tidak ada kendala dalam berkomunikasi dengan artis atau idol luar negeri...","It's quite good, there should be a translation feature so that there are no obstacles in communicating with foreign artists or idols...",negative
Muhamad Mukromin,5,2023-07-06 14:26:56,Mantep. Kedepannya semoga lebih banyak fitur yg dikembangkan. Sukses selalu instagram dan threads. 🥰,"Great. In the future, hopefully more features will be developed. Always success on Instagram and threads. 🥰",positive
Z Greeg,4,2023-07-08 05:32:17,"Bagus tapi sayang algoritmanya masih berantakan buat ngeload beranda aja masih muter"" di post itu"" aja","It's good but unfortunately the algorithm is still a mess just to load the homepage, it's still playing ""on that post"".",negative
Adit Fatrya,1,2023-08-13 11:16:50,"Gara-gara install ini aplikasi beranda IG saya jadi ikutan urut waktu, sama sekali gak suka!! Tolong kembalikan beranda IG saya ke postingan populer","Because of installing this, my IG home application is following the timeline, I don't like it at all!! Please return my IG homepage to popular posts",positive
Inggrit Setya Budi,5,2023-07-08 19:28:16,"Bagus sih, bisa jadi pengganti twitter kalau bisa ditambahkan lagi fiturnya.","It's good, it could be a replacement for Twitter if it could add more features.",positive
suroto ichang,3,2023-07-06 14:00:39,Baru download hari ini. Belum tahu bagus tidaknya. Saya coba dulu ya. Kalo bagus ya auto bintang 5.,"Just downloaded today. Don't know whether it's good or not. I'll try it first, okay? If it's good, it's automatically 5 stars.",positive
Shinichi Vincent,4,2023-08-01 03:15:09,"Semoga makin baik ya aplikasinya, biar bisa moveon juga dari aplikasi burung biru hehehe","Hopefully the application will get better, so you can also move on from the blue bird application hehehe",positive
Achmat Nur Febyanto,5,2023-07-07 03:51:14,"perfect app daripada twiter yang banyak peraturan, semoga aplikasi ini bisa berkembang maju daripada sebelah","perfect app compared to Twitter which has lots of rules, hopefully this application can develop better than the other one",positive
Puput Putrie,3,2023-07-08 00:36:31,Tolong dong tambahkan fitur dark mode juga seperti di Instagram,Please also add a dark mode feature like on Instagram,positive
Zaky Copywriter,5,2023-07-09 03:51:18,Aplikasi keren yg sangat membantu branding. Terimakasih. Semoga sukses selalu.,Cool application that really helps branding. Thank You. Good luck always.,positive
Alvin Felano,1,2023-07-07 15:19:50,Random banget feednya padahal gak follow jadi berantakan interface cuman basic putih,The feed is really random even though I don't follow it so the interface is just basic white,negative
Gemini _ Nt,5,2023-07-06 12:39:24,Bagus sih apknya tapi tolong tambahin fitur translet donk biar tau artis² favorite ngirim pesan apa.udah itu aja sih keluhannya,"The apk is good, but please add a translet feature so you know what messages your favorite artists are sending. That's all the complaints.",positive
1E_144_hana Dewi laili,1,2023-07-07 11:36:22,Habis main ini Instagram saya ngebug ga bisa dibuka hadeuh segera perbarui kembali apk ini seperti twet,"After playing this, my Instagram has a bug and can't be opened, please update this apk like Tweet",positive
Yahya Latif Maulana,1,2023-07-07 06:53:03,"bug parah, masa baru login layar tampilannya di scroll jadi ancur gitu","Serious bug, when you first log in the screen scrolls so it's broken",negative
Kushjak 97,1,2023-12-02 09:01:19,Aplikasi bagus dari meta. Tinggal menambahkan fitur terjemahan bahasa untuk postingan dan komentar seperti di Instagram,Nice application of meta. Just add a language translation feature for posts and comments like on Instagram,positive
Bima Nuswantoro,1,2023-07-07 11:12:14,"masih banyak bug, kalo udh di fix bakal update rating","There are still lots of bugs, if they are fixed the rating will be updated",negative
Bagus Perdana,5,2023-07-27 05:04:59,"aplikasi ini terbaik, lebih hebat dari aplikasi burung biru, terimakasih bapak mark.","This application is the best, better than the Blue Bird application, thank you Mr Mark.",positive
Ariesht,2,2023-08-13 00:27:41,"kenapa kalau sudah dihapus apk nya, diprofil INSTAGRAM tetep ada logo threads dan nomor nya 😖👎🏻👎🏻","why is it that if the apk has been deleted, the INSTAGRAM profile still has the threads logo and number 😖👎🏻👎🏻",positive
Gresia Ivanka,3,2023-07-15 00:08:12,Masih terdapat beberapa bug. Dan belum ada translate bahasa.,There are still some bugs. And there is no language translation yet.,negative
Dano Aleksa,5,2023-07-05 23:45:33,"Overall bagus, tapi harus ada fitur terjemahan seperti di Twitter","Overall good, but there should be a translation feature like on Twitter",positive
Dani Malik Ibrahim,4,2023-07-07 15:07:24,Tolong beri fitur yang lengkap kek opsi terjemahan,Please provide complete features including translation options,positive
Victor Vantez,5,2023-07-06 10:29:30,"udah bagus, tapi tambahin fitur pinned, edit postingan, dan hastag 👍🏻","It's already good, but add pinning, post editing and hashtag features 👍🏻",positive
RSK_ Labibsyah,5,2023-07-18 00:50:12,"Sudah bagus cuma harus ada beberapa update lanjutan lagi, kita butuh banyak fitur untuk mendukung kami aktif di akun threads .","It's already good, but there need to be a few more updates, we need lots of features to support us being active in the threads account.",positive
Aria Sakti Nugraha,4,2023-07-06 01:28:46,"Fiturnya masih sedikit, sesimple DM belum ada, tapi yah namanya baru sih","The features are still few, as simple as DM doesn't exist yet, but yeah, the name is new",positive
Cipatuang Tabang,4,2023-07-13 07:46:05,"Link terjemahan caption nya belum ada, semoga di maksimal kan","There is no caption translation link yet, hopefully it will be maximized, right?",positive
Bondan Ramadhan,5,2023-07-07 11:21:49,Aplikasinya cukup menarik dan kurangnya seperti path,The application is quite interesting and lacks such a path,positive
Jessica Grace,2,2023-07-07 07:44:48,"Saran bagus saya adalah bisa menambahkan beberapa akun untuk seharusnya bisa membawa jangkau banyak orang. Tapi sayangnya, tetap saya kasih bintang 2 dulu untuk sementara karena baru pertama kali saya pakai Threads ini dan akunnya juga tolong ditambahkan lagi sebagai multiply akun harus yang banyak yaaa.....Terima kasih untuk ulasan dari saya~","My good suggestion is to add multiple accounts to supposedly be able to bring in a lot of people. But unfortunately, I still give it 2 stars for now because it's my first time using Threads and the accounts also please add more as multiply accounts must be many yes.....Thanks for my review~",positive
David Webb,5,2023-07-07 05:12:27,"Tolong diperbaiki, tampilan patah patah dan ada bug","Please fix it, the display is broken and there are bugs",negative
Damaian Abiyyu,4,2023-07-12 08:56:54,Aplikasinya sudah hanya saja tidak ada fitur terjemahan,"The application is already there, it just doesn't have a translation feature.",negative
Findri Suhartiawan,1,2023-08-25 23:56:00,"Aplikasinya jelek banget. Kalo mau menghapus akun Threads, pengguna harus menghapus akun Instagram dulu🤦‍♀️","The application is really bad. If you want to delete a Threads account, the user must delete the Instagram account first🤦‍♀️",negative
Syachreza Akbar,1,2023-07-06 06:32:15,Kenapa pas baru di buka kalo kita scroll layarnya kaya ngikut jadinya ancur gt,"Why is it that when we just open it, if we scroll the screen like it's following, it's completely destroyed",negative
Kepo Editz,5,2023-07-06 12:32:10,"Aplikasi nya bagus, cuman pas play video ga ada suaranya","The application is good, but when playing the video there is no sound",positive
Jo Shua,1,2023-07-09 08:23:21,"Fiturnya gak lengkap, gak ada translate","The features are incomplete, there is no translation",negative
Opet Papasi,3,2023-07-09 16:12:24,"Masih banyak bug,tapi gw yakin aplikasi ini bisa kaya Twitter sama Instagram","There are still lots of bugs, but I'm sure this application can be like Twitter and Instagram",positive
Raden Djulhadi Joestar,1,2023-08-12 14:46:36,"Memuakkan, lebih baik ditutup aja sih, udah cukup Instagram doang.","It's disgusting, it's better to just close it, that's enough Instagram.",negative
Anwar Saputra,5,2023-07-07 15:11:10,"untuk hape lama kurang support, menunggu update selanjutnya","For old cellphones there is no support, waiting for the next update",positive
Chandra,3,2023-07-15 11:23:03,"butuh fitur save foto & translate, kalo perlu trending sama hashtags sekalian","need the save photo & translate feature, if necessary trending with hashtags as well",positive
Hamid Alrosyid,1,2023-07-07 13:24:21,Gak ada bedanya sama instagram. Cuman ketambahan bisa bikin puisi sama ngarang cerita aja.,There's no difference with Instagram. It's just that you can write poetry and write stories.,negative
Syuhudi Asy'Syarawi,3,2023-07-09 18:21:50,Terdapat bug setelah di instal yaitu tidak bisa di buka,"There is a bug after installation, namely it cannot be opened",negative
IKKE NURROANI,4,2023-07-10 05:27:46,"sudah bagus, tapi tolong dikasih fitur untuk bisa mengembalikan nomor threads di bio instagram yang kehapus","It's good, but please provide a feature to restore deleted thread numbers in Instagram bio",positive
Syarifuddin 01,4,2023-07-06 16:25:27,Nomer user threads di bio ig kok gak bisa dimunculin. Gimana si caranya supaya muncul. Permudah dong opsi nya,Why can't the threads user number in the IG bio appear? How do you get it to appear? Make the options easier,positive
Sokhib Rahman,5,2023-09-30 17:21:47,"aplikasi bagus kontennya bisa di saring, gak kayak sebelah centang biru berbayar😂😂","Good application, the content can be filtered, not like the paid blue tick😂😂",positive
Fahmin Nur Farizi,4,2023-07-31 10:32:15,Cukup saran tolong threads tidak cuma berupa aplikasi di mobile tetapi juga ada di versi web,"Just a suggestion, please, threads is not only an application on mobile but also has a web version",positive
Wahyu Kurniawan,5,2023-07-06 09:58:52,Pertahankan dan update fitur lengkap agar nyaman,Maintain and update complete features for convenience,negative
Wnd Wnd,5,2023-07-06 17:38:15,Lumayan bagus saran sih tambahin terjemahan teks nya sama supaya bisa chatan,"It's a pretty good suggestion, add a translation of the same text so you can chat",positive
Riswan,5,2023-07-06 23:06:20,"Lebih baik dari tweeter yang susah login, aplikasi lumayan lancar,","Better than tweeter which is difficult to log in, the application is quite smooth,",positive
Fuuka Jirou,4,2023-07-07 07:40:55,tolong tambahkan fitur simpan gambar dan translate,please add save image and translate features,positive
Talenta Amelia,3,2023-07-06 06:55:49,"Kenapa perangkatku bilang app ini punya bug?, apa karena ini app baru launching?",Why does my device say this app has a bug? Is it because this app has just been launched?,positive
Irdayanti,4,2023-07-24 13:48:33,"Pertama buka threads berasa cuma scroll ke atas ke bawah, udah seminggu jdi lebih nyaman aja sih main thread. Keren siih","Firstly opening threads feels like just scrolling up and down, it's been a week so it's more comfortable just playing threads. That's cool",positive
