text,positive_sentences,positive_score
halo threads sudah cukup milik performa baik akan lebih baik lagi jika ada fitur dm dan menu arsip postingan terima kasih,halo threads sudah cukup milik performa baik akan lebih baik lagi jika ada fitur dm dan menu arsip postingan terima kasih,1
sudah bagus cuma untuk up resolusi nya di kasih yang ke atau apa minimal di kasih yang atas lah,sudah bagus cuma untuk up resolusi nya di kasih yang ke atau apa minimal di kasih yang atas lah,1
apk paling bego yang pernah saya download masa mau nyimpen foto yang a yang kesimpen yang b mana pas sudah diapus terus nyoba nyimpen lagi tetep saja tidak dapat,apk paling bego yang pernah saya download masa mau nyimpen foto yang a yang kesimpen yang b mana pas sudah diapus terus nyoba nyimpen lagi tetep saja tidak dapat,1
semenjak ada threads instagram error karena ada bug nya tolong lebih baik lagi sistem,semenjak ada threads instagram error karena ada bug nya tolong lebih baik lagi sistem,1
sudah bagus semua tapi sayang tidak dapat buat hastag kali harus satu hastag saja coba buat agar dapat beri banyak hastag,sudah bagus semua tapi sayang tidak dapat buat hastag kali harus satu hastag saja coba buat agar dapat beri banyak hastag,1
baguuss tapi izin beri masuk bis di tambah fitur simpan postingan seperti koleksi atau apa untuk tanda postingan yang kita suka terimakasih belum saya suka dan puass he,baguuss tapi izin beri masuk bis di tambah fitur simpan postingan seperti koleksi atau apa untuk tanda postingan yang kita suka terimakasih belum saya suka dan puass he,1
aplikasi nya bagus tapi sayang tidak ada fitur draft tiap kali nulis panjang postingannya hilang,aplikasi nya bagus tapi sayang tidak ada fitur draft tiap kali nulis panjang postingannya hilang,1
jadi bug saat pakai mode gelap mohon di baik dan mohon di tambah mode gelap di aplikasi sendiri agar tidak silau,jadi bug saat pakai mode gelap mohon di baik dan mohon di tambah mode gelap di aplikasi sendiri agar tidak silau,1
lagi upload foto terus tiba tiba keluar sendiri gatau ke kenapa bug melulu sudah di coba beberapa kali tetep sama tidak dapat kirim foto itu,lagi upload foto terus tiba tiba keluar sendiri gatau ke kenapa bug melulu sudah di coba beberapa kali tetep sama tidak dapat kirim foto itu,1
sudah hmpr tahun pakai aplikasi ig aman saja tidak pernah kena banned pas instal aplikasi threads hari kemudian tanpa sebab langsung kena banned ig juga kena banned padahal tidak posting apa langsung saya hapus aplikasi,sudah hmpr tahun pakai aplikasi ig aman saja tidak pernah kena banned pas instal aplikasi threads hari kemudian tanpa sebab langsung kena banned ig juga kena banned padahal tidak posting apa langsung saya hapus aplikasi,1
sangat guna untuk sambat dan semua postingan amat related,sangat guna untuk sambat dan semua postingan amat related,1
lebih mudah lebih simple,lebih mudah lebih simple,1
threads aplikasi ganti x twitter yang bagus dan cocok untun bisnis dan bebas ekspres,threads aplikasi ganti x twitter yang bagus dan cocok untun bisnis dan bebas ekspres,1
aplikasi bagus dan manfaat isi tidak macam macam,aplikasi bagus dan manfaat isi tidak macam macam,1
ini serius threads seperti begini semenjak pakai threads akun ig aku sering ke blokir tanpa alas yang tidak masuk akal suka minta diajuin banding tidak cuma sekali tapi kali dalam hari,ini serius threads seperti begini semenjak pakai threads akun ig aku sering ke blokir tanpa alas yang tidak masuk akal suka minta diajuin banding tidak cuma sekali tapi kali dalam hari,1
saya itu sudah aplod banyak postinga tapi kok tidak muncul nya mohon di baik lagi apk nya,saya itu sudah aplod banyak postinga tapi kok tidak muncul nya mohon di baik lagi apk nya,1
lumayan untuk buat ngobrol mantap,lumayan untuk buat ngobrol mantap,1
sangat hibur sekali seru sangat jadi lebih banyak temennya,sangat hibur sekali seru sangat jadi lebih banyak temennya,1
keren asli alam baru,keren asli alam baru,1
cukup bagus dan saran saya tambah fitur chat,cukup bagus dan saran saya tambah fitur chat,1
plz buatin fitur arsip postingan dong apk nya sudah bagus yang kurang itu fitur arsip nya,plz buatin fitur arsip postingan dong apk nya sudah bagus yang kurang itu fitur arsip nya,1
kurang terlalu berat lag kalau scroll panjang hp saya kentang cuy tidak ada mode gelap mata auto sakit kadang pas refresh loading nya tidak selesai selesai padahal di fb atau di ig lancar saja,kurang terlalu berat lag kalau scroll panjang hp saya kentang cuy tidak ada mode gelap mata auto sakit kadang pas refresh loading nya tidak selesai selesai padahal di fb atau di ig lancar saja,1
baik dan dapat nambah wawas,baik dan dapat nambah wawas,1
padu ig dan twitter moga ini jadi ganti aplikasi halo yang belum bagus di pakai namun di blokir di indonesia,padu ig dan twitter moga ini jadi ganti aplikasi halo yang belum bagus di pakai namun di blokir di indonesia,1
hampir sama keg tweeter mudah guna tapi aku sygnya jam dari unduh baru dapat follower maklum yang follower ny banyak kalau tidak cantik iya yang sexi aku cm anak tani,hampir sama keg tweeter mudah guna tapi aku sygnya jam dari unduh baru dapat follower maklum yang follower ny banyak kalau tidak cantik iya yang sexi aku cm anak tani,1
pertama kali saya pakai bagus nah pakai besok jadi jelekk apa karena hpnya atau aplikasi tidak tahu jugaa jadi saya tidak dapat pakai aplikasi cuma sekali soal tidak keliatann,pertama kali saya pakai bagus nah pakai besok jadi jelekk apa karena hpnya atau aplikasi tidak tahu jugaa jadi saya tidak dapat pakai aplikasi cuma sekali soal tidak keliatann,1
terima kasih sangat manfaat untuk edukasi komunikasi sosial,terima kasih sangat manfaat untuk edukasi komunikasi sosial,1
masih banyak sekali kurang banding twitter tidak ada nya hastag dm fitur trend dan masih banyak lagi dan jika dapat ada baik instagram dan threads laku pisah,masih banyak sekali kurang banding twitter tidak ada nya hastag dm fitur trend dan masih banyak lagi dan jika dapat ada baik instagram dan threads laku pisah,1
seperti nya pada nyaman iya curhat di sini,seperti nya pada nyaman iya curhat di sini,1
plis jangan kasih iklan untuk saat ini sudah bagus,plis jangan kasih iklan untuk saat ini sudah bagus,1
saya temu bug application ketika post vidio foto ukur besar sangat lambat muat ulang kali juga harus di compress dulu file nya,saya temu bug application ketika post vidio foto ukur besar sangat lambat muat ulang kali juga harus di compress dulu file nya,1
gara gara aku download ini ig aku tidak dapat buka kalau buka pasti keluar sendiri terus harus bagaimana iya sudah aku uninstall aku login lagi masih tetep tolong kerjasamanya iya,gara gara aku download ini ig aku tidak dapat buka kalau buka pasti keluar sendiri terus harus bagaimana iya sudah aku uninstall aku login lagi masih tetep tolong kerjasamanya iya,1
mantap dengan aplikasi ini,mantap dengan aplikasi ini,1
social media threads emang paling bagus dari,social media threads emang paling bagus dari,1
masih banyak yang harus benah tiba tiba erorr sendiri belum ada beberapa fitur yang penting overall cukup bagus dan moga kembang lebih lagi,masih banyak yang harus benah tiba tiba erorr sendiri belum ada beberapa fitur yang penting overall cukup bagus dan moga kembang lebih lagi,1
guna sangat buat aku tapi pas mau upload foto video buat utas baru bahkan henti app nya maaf yeh saya kasih bintang buat app buat meta,guna sangat buat aku tapi pas mau upload foto video buat utas baru bahkan henti app nya maaf yeh saya kasih bintang buat app buat meta,1
aplikasi bagus moga tiap akun hanya dapat kelola oleh satu guna saja dan tidak ada sampah sampah yang kandung sex seperti aplikasi lain,aplikasi bagus moga tiap akun hanya dapat kelola oleh satu guna saja dan tidak ada sampah sampah yang kandung sex seperti aplikasi lain,1
kemarin masih bagus sekarang aplikasi sering force closed sendiri masih banyak fitur fitur yang harus tambah seperti tagar trend bookmark simpan foto dan direct message serta yang paling utama filter agar algoritma dapat personal apa yang jadi interest kita moga makin kembang,kemarin masih bagus sekarang aplikasi sering force closed sendiri masih banyak fitur fitur yang harus tambah seperti tagar trend bookmark simpan foto dan direct message serta yang paling utama filter agar algoritma dapat personal apa yang jadi interest kita moga makin kembang,1
karena tidak mau tinggal trend jadi pakai ini sosmed lumayan untuk kelas twitter bahkan lebih bagus dari twitter walau fiturnya masih ada beberapa yang kurang saja,karena tidak mau tinggal trend jadi pakai ini sosmed lumayan untuk kelas twitter bahkan lebih bagus dari twitter walau fiturnya masih ada beberapa yang kurang saja,1
tolong tambahin fitur edit dong misal yang kayak typo begitu terus dapat edit agar tidak capek kalau typo bahkan hapus tambahin terjemah juga dong,tolong tambahin fitur edit dong misal yang kayak typo begitu terus dapat edit agar tidak capek kalau typo bahkan hapus tambahin terjemah juga dong,1
aplikasi penuh dengan telanjang sangat sayang banyak cewek jual diri yang sangat banyak aku rekomendasiin jangan download,aplikasi penuh dengan telanjang sangat sayang banyak cewek jual diri yang sangat banyak aku rekomendasiin jangan download,1
ramai pas awal saja akhir sepi jadi lebih baik instagram,ramai pas awal saja akhir sepi jadi lebih baik instagram,1
aku mau masuk tapi ko tidak dapat iya bagaimana cara karena nomer hp sudah tidak aktf terus sudah verifikasi wajah juga sudah di confirmed tapi mau masuk pakai email tidak dapat jadi bingung,aku mau masuk tapi ko tidak dapat iya bagaimana cara karena nomer hp sudah tidak aktf terus sudah verifikasi wajah juga sudah di confirmed tapi mau masuk pakai email tidak dapat jadi bingung,1
kasih fitur following nya juga dong terus fitur trend topik juga,kasih fitur following nya juga dong terus fitur trend topik juga,1
aplikasi ini sudah dapat di donwload tapi ko masih ada eror nya bagaimana saja threads pas saya mau scroll ke bawah tampil nya jadi eror tolong di baik,aplikasi ini sudah dapat di donwload tapi ko masih ada eror nya bagaimana saja threads pas saya mau scroll ke bawah tampil nya jadi eror tolong di baik,1
tolong hilang logo threads di instagram dan tolong notifikasi threads cukup di aplikasi saja jangan spam notifikasi di instagram itu sangat menggangu logo sudah nonaktif di instagram tapi tetap tidak mau hilang,tolong hilang logo threads di instagram dan tolong notifikasi threads cukup di aplikasi saja jangan spam notifikasi di instagram itu sangat menggangu logo sudah nonaktif di instagram tapi tetap tidak mau hilang,1
lebih simple dari twitter lebih jika login tinggal masuk instragram dan jika lupa login instagram tinggal masuk facebook dan kurang dari aplikasi ini akan jelas oleh beri dan atau buzzerp jika hal itu kait dengan postingan politik,lebih simple dari twitter lebih jika login tinggal masuk instragram dan jika lupa login instagram tinggal masuk facebook dan kurang dari aplikasi ini akan jelas oleh beri dan atau buzzerp jika hal itu kait dengan postingan politik,1
bagus cuma aku masih belum terlalu erti mainin apk ini aku juga bingung bagaimana cara upload video soal pas aku pencet cuma ada untuk foto,bagus cuma aku masih belum terlalu erti mainin apk ini aku juga bingung bagaimana cara upload video soal pas aku pencet cuma ada untuk foto,1
tolong timeline jangan beranta dong sesuai dengan waktu update nya dan rurut,tolong timeline jangan beranta dong sesuai dengan waktu update nya dan rurut,1
bagus tapi aku agak bingung tidak dapat bedain yang follow sama yang tidak kalo harus liat satu agak ribet soal mungkin dapat kasih beda tolong baca iya dev,bagus tapi aku agak bingung tidak dapat bedain yang follow sama yang tidak kalo harus liat satu agak ribet soal mungkin dapat kasih beda tolong baca iya dev,1
alam saya jauh ini thread lebih unggul dari twitter dalam hal mudah tulis karakter tidak batas dan ada fitur voice note usul saya agar foto video dapat tampil dalam format hd dan kustomisasi tulis,alam saya jauh ini thread lebih unggul dari twitter dalam hal mudah tulis karakter tidak batas dan ada fitur voice note usul saya agar foto video dapat tampil dalam format hd dan kustomisasi tulis,1
saya mula di treads ini jadi belum banyak teman apalagi yang nonton dan like moga depan lebih baik lagi,saya mula di treads ini jadi belum banyak teman apalagi yang nonton dan like moga depan lebih baik lagi,1
aplikasi bagus,aplikasi bagus,1
saran saya ikan izin untuk guna akun private untuk beri komentar kepada postingan lain overall saya nyaman dengan aplikasi ini,saran saya ikan izin untuk guna akun private untuk beri komentar kepada postingan lain overall saya nyaman dengan aplikasi ini,1
benar mau kasih bintang lima tapi kali ini saja soal pas mau bagi postingan threads di instagram kok tidak dapat pakai musik tolong baik,benar mau kasih bintang lima tapi kali ini saja soal pas mau bagi postingan threads di instagram kok tidak dapat pakai musik tolong baik,1
saya tidak dapat folow di instalgram lalu tredd tolong baik,saya tidak dapat folow di instalgram lalu tredd tolong baik,1
bagus tapi bug nya terlalu buat kesal saat masuk memang biasa tetapi jika di scroll ke bawah kata bahkan banyak dan jadi ngeleg,bagus tapi bug nya terlalu buat kesal saat masuk memang biasa tetapi jika di scroll ke bawah kata bahkan banyak dan jadi ngeleg,1
